StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,"Introduction ",Q11,Q15,Q17,Q17_5_TEXT,"Q16 ",Q30,Q34,Q34_5_TEXT,Q35,Q36,Q37,Q37_5_TEXT,Q38,Q39,Q40,Q40_5_TEXT,Q41,Q42,Q22,Q49,Q49_12_TEXT,Q21_1,Q21_2,Q78_1,Q78_2,Q78_3,Q47,Q23,Q23_10_TEXT,Q81,Q81_1_TEXT,Q82,Q82_1_TEXT,Q83,Q83_8_TEXT,Q20,Q25,Q25_13_TEXT,Q74,Q75,Q75_13_TEXT,Q84,Q85,Q64,Q65,Q65_13_TEXT,Q66,Q67,Q67_13_TEXT,Q68,Q69,Q70,Q71,Q76,Q77,Q72,Q73,Q73_13_TEXT,Q45,Q26,Q26_9_TEXT,Q27,Q27_8_TEXT,Q29,Q33,Q33_3_TEXT,Q46,Q32,Q32_7_TEXT,"Gender ",Q44,Nationality,Q43,Q43_13_TEXT,Q8,Q10,Q13,Q79,Q25,Q28,Q50,Q51,Q86,Q87,Q52,Q53,Q54,Q55,Q56,Q57,Q60,Q61,Q58,Q59,Q62,Q63,Q80
2025-04-22 12:30:07,2025-04-22 12:36:51,IP Address,100,404,True,2025-04-22 12:36:52,R_4xQ49hU7QnNnnjZ,anonymous,EN,I consent,Abu Dhabi,Bicycle," Fitness",,2-3 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,By myself,I am a fast and fearless rider,,No,"Yes, always","Yes, always","Yes, many times",No,Yes,Road Bike,,Improved my physical fitness and overall health,,,,"A reliable and trustworthy place for maintenance, repairs, and upgrades",,"1 - very safe, no concerns","Yas Island/Yas Marina Circuit,Al Hudayriyat Island,Al Wathba Cycle Track",,,,,,,,,,,,,,,,,,,,,,Cycle tracks,"Lack of cycle and scooter lanes, Road safety concerns,Personal safety concerns",,"Better roads free from obstacles,More dedicated cycling tracks,Awareness for drivers and cyclists",,,,,Yes,Distance from work,,Male,45-54 years old,Germany,University Bachelors Degree,,Working full-time,More than 30k,Less than 1,5-10 years,"Availability of safe, dedicated places (e.g. Hudayriyat) at literally any time.",,,,,,,,,,,,,,,,,,No
2025-04-22 12:21:20,2025-04-22 12:37:02,IP Address,100,941,True,2025-04-22 12:37:02,R_42Dg8vGe74u4cQW,anonymous,EN,I consent,Abu Dhabi,Bicycle,"Recreational/Leisure, Fitness",,A few times a month,"January,February,November,December",,,,,,,,,,,,,with family,I am a confident but casual rider,,No,"Yes, many times","Yes, always",No,No,Yes,Road Bike,,"Improved my physical fitness and overall health,Helped me reduce my carbon footprint and be more eco-friendly,Provided me with a new way to explore and enjoy the UAE,Allowed me to participate in cycling events and meet like-minded people",,"Encouraged me to spend more time with family and friends through cycling,Inspired me to take part in charity or community cycling events,Helped me feel more connected to the UAE’s growing cycling culture,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"A reliable and trustworthy place for maintenance, repairs, and upgrades",,"1 - very safe, no concerns","Corniche,Al Hudayriyat Island,Al Wathba Cycle Track",,,,,,,,,,,,,,,,,,,,,,"Cycle tracks,Cycle paths","Extreme weather conditions,Lack of cycle and scooter lanes,High costs of equipment or gear",,"Better roads free from obstacles,More dedicated cycling tracks,More cycling lanes",,Bicycle,,,Yes,"Distance from work,Takes too much time,Lack of facilities at work (showers, cycle parking, etc.),Cultural reasons/Image,Fear judgment from colleagues,Lack of cycle paths from home to work",,Female,35-44 years old,Philippines,University Bachelors Degree,,Working full-time,5-10k,10,Since childhood,"The UAE government provided some excellent bike lanes/areas to enjoy with. Hopefully, it will be all areas/places but not to be crowded by passersby. Thank you, UAE! ❤️❤️ Blessings 🙏🏻🙏🏻","Awareness on its benefits in details. More safe bike lanes. My husband gets traumatic passing on some areas as he always gets to flat tyre 😆. Accessible and affordable road bike. Developing interest via media. ",,,,,,,,,,,,,,,,,Yes
2025-04-22 12:32:30,2025-04-22 12:40:34,IP Address,100,484,True,2025-04-22 12:40:35,R_9SoSntlPn9m8hM7,anonymous,EN,I consent,Dubai,Bicycle,Competitive/Racing,,2-3 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"By myself,With a cycling club",I am a confident but casual rider,,No,"Yes, always","Yes, always","Yes, sometimes","Yes, always",Yes,Other,Triathlon bike,Improved my physical fitness and overall health,,Introduced me to cycling groups and new friends,,"High-quality products and expert service that enhanced my cycling experience,A reliable and trustworthy place for maintenance, repairs, and upgrades",,,,,,,,,,"3 - moderately safe, some concerns",Al Qudra Cycle Track,,,,,,,,,,,,,,"Cycle paths,Neighborhood roads","Extreme weather conditions,Lack of cycle and scooter lanes, Road safety concerns",,"More dedicated cycling tracks,More cycling lanes,Awareness for drivers and cyclists",,Bicycle,Maybe,,Yes,"Distance from work,Lack of cycle paths from home to work",,Female,45-54 years old,United Kingdom of Great Britain and Northern Ireland,University Bachelors Degree,,Working full-time,Prefer not to share,2,More than 20 years,,,,,,,"Different groups to cycle with ","Safer cycling paths, more advertising ",,,,,,,,,,,Yes
2025-04-22 12:34:52,2025-04-22 12:43:04,IP Address,100,492,True,2025-04-22 12:43:05,R_4lEtfZbjsXkNR3H,anonymous,EN,I consent,Dubai,Bicycle,"Recreational/Leisure, Fitness",,2-3 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"By myself,With a cycling club",I am a confident but casual rider,,No,"Yes, always","Yes, always",No,No,Yes,Road Bike,,"Improved my physical fitness and overall health,Provided me with a new way to explore and enjoy the UAE,Allowed me to participate in cycling events and meet like-minded people",,"Introduced me to cycling groups and new friends,Inspired me to take part in charity or community cycling events,Helped me feel more connected to the UAE’s growing cycling culture,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle,A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,,,,,,,,,"1 - very safe, no concerns",Al Qudra Cycle Track,,,,,,,,,,,,,,Cycle tracks,"Extreme weather conditions,High costs of equipment or gear,Judgement from others",,"More dedicated cycling tracks,More shaded or weather-protected riding areas,Access to indoor cycling options",,No,No (please explain why not),Dubai traffic is crazy!,No,,,Male,55-64 years old,Italy,University Bachelors Degree,,Working full-time,More than 30k,3,1-5 years,,,,,,,Secure cycling tracks,"More cycling tracks ",,,,,,,,,,,Yes
2025-04-22 12:36:51,2025-04-22 12:44:22,IP Address,100,450,True,2025-04-22 12:44:22,R_4owcA9CUOOb5lTz,anonymous,EN,I consent,Dubai,Bicycle,"Recreational/Leisure, Fitness",,4-6 times a week,"January,February,March,April,May,June,September,October,November,December",,,,,,,,,,,,,"By myself,With a cycling club",I ride professionally,,"Yes, sometimes","Yes, many times","Yes, always",No,No,Yes,Road Bike,,"Improved my physical fitness and overall health,Provided me with a new way to explore and enjoy the UAE,Allowed me to participate in cycling events and meet like-minded people",,"Introduced me to cycling groups and new friends,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"High-quality products and expert service that enhanced my cycling experience,A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance",,,,,,,,,,"3 - moderately safe, some concerns","Business Bay,Meydan DXBike",,,,,,,,,,,,,,"Cycle tracks,Neighborhood roads","Lack of cycle and scooter lanes, Road safety concerns",,"Better roads free from obstacles,More dedicated cycling tracks,More cycling lanes,Awareness for drivers and cyclists",,Bicycle,Yes,,No,,,Male,45-54 years old,Jordan,University Bachelors Degree,,Working part-time,More than 30k,20,More than 20 years,,,,,,,Mydan track,Cycling lanes,,,,,,,,,,,Yes
2025-04-22 12:34:49,2025-04-22 12:44:26,IP Address,100,576,True,2025-04-22 12:44:26,R_2MK9l2LrPxTGUpm,anonymous,EN,I consent,Dubai,Bicycle," Fitness,Competitive/Racing",,2-3 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,with friends/other riders,I am a confident but casual rider,,No,"Yes, always","Yes, always",No,No,Yes,"Road Bike,Other",TT Bike,"Improved my physical fitness and overall health,Allowed me to participate in cycling events and meet like-minded people",,"Introduced me to cycling groups and new friends,Helped me feel more connected to the UAE’s growing cycling culture,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"High-quality products and expert service that enhanced my cycling experience,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,,,,,,,,,"3 - moderately safe, some concerns",Al Qudra Cycle Track,,,,,,,,,,,,,,Cycle tracks,"Extreme weather conditions, Road safety concerns",,"Better roads free from obstacles,Awareness for drivers and cyclists",,No,Yes,,No,,,Male,45-54 years old,France,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",,Working full-time,Prefer not to share,9,1-5 years,,,,,,,The endless track free of cars!,Better drivers skills. Most car users are unaware of basic rule to share road with cyclists. Better air quality in the country would also help,,,,,,,,,,,Yes
2025-04-22 12:42:08,2025-04-22 12:47:28,IP Address,100,320,True,2025-04-22 12:47:29,R_45YZIxY52bktvnt,anonymous,EN,I consent,Abu Dhabi,Bicycle," Fitness",,Once a week,December,,,,,,,,,,,,,By myself,,,"Yes, sometimes",No,"Yes, always",No,No,Yes,Hybrid Bike,,Helped me reduce my carbon footprint and be more eco-friendly,,Introduced me to cycling groups and new friends,,Motivation to lead a healthier and more active lifestyle,,"1 - very safe, no concerns","Al Reem Island,Corniche",,,,,,,,,,,,,,,,,,,,,,Cycle tracks,"Lack of cycle and scooter lanes,Limited cycle/scooter parking or storage,High costs of equipment or gear",,"More dedicated cycling tracks,More cycling lanes,Awareness for drivers and cyclists",,Bicycle,Yes,,No,,,Male,25-34 years old,India,University Bachelors Degree,,Working full-time,Less than 5k,15,1-5 years,"Feel save ","Fitness ",,,,,,,,,,,,,,,,,Yes
2025-04-22 12:38:53,2025-04-22 12:47:43,IP Address,100,530,True,2025-04-22 12:47:43,R_9ePu0Q0sNATML1u,anonymous,EN,I consent,Abu Dhabi,Bicycle," Fitness",,2-3 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"with friends/other riders,with family",I ride professionally,,No,"Yes, always","Yes, always",No,No,Yes,"Road Bike,Mountain Bike",,"Improved my physical fitness and overall health,Provided me with a new way to explore and enjoy the UAE,Allowed me to participate in cycling events and meet like-minded people",,"Introduced me to cycling groups and new friends,Encouraged me to spend more time with family and friends through cycling",,"High-quality products and expert service that enhanced my cycling experience,A welcoming community and knowledgeable staff who support my cycling journey",,"1 - very safe, no concerns","Al Saadiyat Island,Musaffah,Khalifa City",,,,,,,,,,,,,,,,,,,,,,"Cycle tracks,Cycle paths,City streets","Extreme weather conditions, Road safety concerns,Personal safety concerns",,"Better roads free from obstacles,More dedicated cycling tracks,More cycling lanes, Better signage and road markings,Awareness for drivers and cyclists,More shaded or weather-protected riding areas,Access to indoor cycling options",,"Bicycle,Electric Scooter",Maybe,,No,,,Male,35-44 years old,Philippines,University Bachelors Degree,,Working full-time,5-10k,13,5-10 years,"Cycling have fun with friends and exercise ","To enjoy and loss weight ",,,,,,,,,,,,,,,,,Yes
2025-04-22 12:38:18,2025-04-22 12:48:47,IP Address,100,629,True,2025-04-22 12:48:48,R_9CW98aOp996eGfn,anonymous,EN,I consent,Abu Dhabi,Bicycle," Fitness,Competitive/Racing,I want to be the next Tour de France winner",,2-3 times a week,"January,February,March,April,October,November,December",,,,,,,,,,,,,"By myself,With a cycling club,with friends/other riders,with family",I am a confident but casual rider,,No,"Yes, always","Yes, always","Yes, sometimes",No,Yes,Road Bike,,"Improved my physical fitness and overall health,Helped me reduce my carbon footprint and be more eco-friendly,Allowed me to participate in cycling events and meet like-minded people",,"Introduced me to cycling groups and new friends,Encouraged me to spend more time with family and friends through cycling,Helped me feel more connected to the UAE’s growing cycling culture,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle,A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,"3 - moderately safe, some concerns","Al Saadiyat Island,Al Hudayriyat Island,Al Wathba Cycle Track",,,,,,,,,,,,,,,,,,,,,,Cycle tracks,"Extreme weather conditions, Road safety concerns,High costs of equipment or gear",,"Better roads free from obstacles,More dedicated cycling tracks,More cycling lanes, Better signage and road markings,Awareness for drivers and cyclists,More shaded or weather-protected riding areas,Access to indoor cycling options",,Electric Scooter,Yes,,Yes,"Lack of facilities at work (showers, cycle parking, etc.),Lack of cycle paths from home to work",,Male,45-54 years old,Philippines,University Bachelors Degree,,Working full-time,15-20k,17,1-5 years,C,Riding in the road should be allowed,,,,,,,,,,,,,,,,,Yes
2025-04-22 12:36:43,2025-04-22 12:50:28,IP Address,100,825,True,2025-04-22 12:50:29,R_9nJzxHJCpKzcMaH,anonymous,EN,I consent,Abu Dhabi,Bicycle,"Recreational/Leisure, Fitness",,Once a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"By myself,With a cycling club",I am a confident but casual rider,,No,"Yes, always","Yes, always",No,No,Yes,Road Bike,,Improved my physical fitness and overall health,,Introduced me to cycling groups and new friends,,"High-quality products and expert service that enhanced my cycling experience,A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,"1 - very safe, no concerns","Yas Island/Yas Marina Circuit,Khalifa City,Al Hudayriyat Island",,,,,,,,,,,,,,,,,,,,,,Cycle tracks,"Extreme weather conditions,Lack of cycle and scooter lanes, Road safety concerns",,"More dedicated cycling tracks,More cycling lanes, Better signage and road markings,Awareness for drivers and cyclists",,Bicycle,No (please explain why not),For safety reasons,No,,,Male,35-44 years old,Philippines,University Bachelors Degree,,Working full-time,20-25k,4,5-10 years,"Its safe. ","With dedicated bike lanes that can be use to explore more of this beautiful place. ",,,,,,,,,,,,,,,,,Yes
2025-04-22 12:40:19,2025-04-22 12:51:28,IP Address,100,668,True,2025-04-22 12:51:28,R_993VMqJaSi4al8X,anonymous,EN,I consent,Abu Dhabi,Bicycle,Competitive/Racing,,2-3 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"By myself,With a cycling club,with friends/other riders,with family",I am a confident but casual rider,,"Yes, sometimes","Yes, always","Yes, always",No,No,Yes,Road Bike,,"Improved my physical fitness and overall health,Allowed me to participate in cycling events and meet like-minded people,Made my daily commute easier and more efficient",,"Introduced me to cycling groups and new friends,Encouraged me to spend more time with family and friends through cycling,Inspired me to take part in charity or community cycling events,Helped me feel more connected to the UAE’s growing cycling culture,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"High-quality products and expert service that enhanced my cycling experience,A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,"1 - very safe, no concerns","Yas Island/Yas Marina Circuit,Al Hudayriyat Island,Al Wathba Cycle Track",,,,,,,,,,,,,,,,,,,,,,"Cycle tracks,Highways","Extreme weather conditions, Road safety concerns,High costs of equipment or gear",,"Better roads free from obstacles,Awareness for drivers and cyclists",,Bicycle,Yes,,Yes,"Distance from work,Lack of facilities at work (showers, cycle parking, etc.),Lack of cycle paths from home to work",,Male,25-34 years old,Philippines,Vocational or Similar,,Working full-time,Less than 5k,14,10-15 years,safety,safety and nice place in cycling,,,,,,,,,,,,,,,,,Yes
2025-04-22 12:50:08,2025-04-22 13:00:23,IP Address,100,614,True,2025-04-22 13:00:23,R_4jD1hZJnmDJuERN,anonymous,EN,I consent,Dubai,Bicycle,"Recreational/Leisure, Fitness",,Once a week,"January,February,March,November,December",,,,,,,,,,,,,"By myself,with friends/other riders",I am a confident but casual rider,,No,"Yes, always","Yes, always",No,No,Yes,Road Bike,,Improved my physical fitness and overall health,,"Introduced me to cycling groups and new friends,Encouraged me to spend more time with family and friends through cycling",,"High-quality products and expert service that enhanced my cycling experience,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,,,,,,,,,"3 - moderately safe, some concerns","Al Qudra Cycle Track,Meydan DXBike",,,,,,,,,,,,,,"Cycle tracks,Cycle paths","Extreme weather conditions, Road safety concerns,High costs of equipment or gear",,"Better roads free from obstacles,More dedicated cycling tracks,More shaded or weather-protected riding areas",,I ride a camel,Yes,,Yes,"Distance from work,Takes too much time,Lack of facilities at work (showers, cycle parking, etc.)",,Male,25-34 years old,Philippines,University Bachelors Degree,,Working full-time,15-20k,10,10-15 years,,,,,,,Plenty of dedicated cycling tracks with free facilities like showers and parking spot,More clear regulations. Most people i know are afraid to ride let alone commute with their bike with fear of confiscation even wearing gear and using cycle paths.,,,,,,,,,,,Yes
2025-04-22 12:53:21,2025-04-22 13:06:16,IP Address,100,774,True,2025-04-22 13:06:17,R_447Vismam6QJ0wV,anonymous,EN,I consent,Dubai,Bicycle,"Recreational/Leisure, Fitness",,Once a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,with friends/other riders,I am a confident but casual rider,,No,"Yes, many times","Yes, always",No,No,Yes,Road Bike,,"Improved my physical fitness and overall health,Allowed me to participate in cycling events and meet like-minded people",,"Introduced me to cycling groups and new friends,Inspired me to take part in charity or community cycling events",,"A welcoming community and knowledgeable staff who support my cycling journey,A reliable and trustworthy place for maintenance, repairs, and upgrades",,,,,,,,,,"3 - moderately safe, some concerns","Al Qudra Cycle Track,Meydan DXBike,Other","Creek harbour ",,,,,,,,,,,,,"Cycle tracks,Parks","Extreme weather conditions,Lack of cycle and scooter lanes, Road safety concerns",,"More dedicated cycling tracks,More cycling lanes,Access to indoor cycling options",,Bicycle,,,Yes,"Lack of facilities at work (showers, cycle parking, etc.),Lack of cycle paths from home to work",,Female,45-54 years old,United Kingdom of Great Britain and Northern Ireland,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",,Working full-time,Prefer not to share,4,Since childhood,,,,,,,Cycle tracks and having coffee with other cyclists after,Protected cycle lanes on all roads. Like in China where near side lane is separated from main traffic by a barrier hr,,,,,,,,,,,Yes
2025-04-22 12:50:19,2025-04-22 13:08:31,IP Address,100,1091,True,2025-04-22 13:08:31,R_45sBlrYEOQwEaRr,anonymous,EN,I consent,Abu Dhabi,Bicycle,"Recreational/Leisure,Commuting/Mode of Transportation, Fitness",,Once a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"By myself,with friends/other riders,with family",I am a fast and fearless rider,,"Yes, many times","Yes, always","Yes, always",No,No,Yes,"Road Bike,Folding Bike",,"Improved my physical fitness and overall health,Helped me reduce my carbon footprint and be more eco-friendly,Provided me with a new way to explore and enjoy the UAE,Allowed me to participate in cycling events and meet like-minded people",,"Introduced me to cycling groups and new friends,Encouraged me to spend more time with family and friends through cycling,Inspired me to take part in charity or community cycling events,Helped me feel more connected to the UAE’s growing cycling culture,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle,A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,"3 - moderately safe, some concerns","Corniche,Al Hudayriyat Island,Al Wathba Cycle Track",,,,,,,,,,,,,,,,,,,,,,"Cycle tracks,Cycle paths","Extreme weather conditions, Road safety concerns,High costs of equipment or gear",,"More dedicated cycling tracks,More cycling lanes,Awareness for drivers and cyclists,Access to indoor cycling options",,Bicycle,,,Yes,"Distance from work,Takes too much time,Lack of facilities at work (showers, cycle parking, etc.),Cultural reasons/Image,Fear judgment from colleagues,Lack of cycle paths from home to work",,Male,45-54 years old,Philippines,University Bachelors Degree,,Working full-time,5-10k,12,Since childhood,"healthy environment, less pollution ","more advertisement and more cycling group activities like the FAB cycling last Sunday open to all.. Many thanks to the sponsors and organizers. Indeed, it is a successful project. Appreciated much! Varied physical activities and learning.. ",,,,,,,,,,,,,,,,,Yes
2025-04-22 12:58:22,2025-04-22 13:12:02,IP Address,100,819,True,2025-04-22 13:12:03,R_5csa3kGaroK91Sx,anonymous,EN,I consent,Dubai,Bicycle,"Recreational/Leisure, Fitness,Competitive/Racing",,4-6 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,with friends/other riders,I am a fast and fearless rider,,No,"Yes, always","Yes, always",No,No,Yes,Road Bike,,Improved my physical fitness and overall health,,Helped me feel more connected to the UAE’s growing cycling culture,,"High-quality products and expert service that enhanced my cycling experience,A welcoming community and knowledgeable staff who support my cycling journey,Access to premium cycling gear and accessories that improved my performance,A reliable and trustworthy place for maintenance, repairs, and upgrades",,,,,,,,,,2,"Al Qudra Cycle Track,Meydan DXBike",,,,,,,,,,,,,,Cycle tracks,"Extreme weather conditions,High costs of equipment or gear",,"More dedicated cycling tracks,Awareness for drivers and cyclists,More shaded or weather-protected riding areas",,Bicycle,Yes,,No,,,Male,55-64 years old,United Kingdom of Great Britain and Northern Ireland,University Bachelors Degree,,Working full-time,More than 30k,,More than 20 years,,,,,,,"Well maintained dedicated cycling tracks through interesting desert scenery, top quality road surfaces, lots of friends to ride with","Better joined up cycling tracks so you can get around more parts of the city, more facilities like dxbike which is great",,,,,,,,,,,Yes
2025-04-22 13:07:56,2025-04-22 13:12:26,IP Address,100,270,True,2025-04-22 13:12:27,R_4pKIgvUAUmzknvX,anonymous,EN,I consent,Abu Dhabi: Al Ain,Bicycle,"Competitive/Racing,I want to be the next Tour de France winner",,4-6 times a week,"March,December",,,,,,,,,,,,,"By myself,With a cycling club,with friends/other riders",I am a fast and fearless rider,,"Yes, always","Yes, always","Yes, always","Yes, sometimes","Yes, sometimes",Yes,"Road Bike,Other",Time trial bike,"Improved my physical fitness and overall health,Provided me with a new way to explore and enjoy the UAE,Allowed me to participate in cycling events and meet like-minded people",,"Introduced me to cycling groups and new friends,Helped me feel more connected to the UAE’s growing cycling culture,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"High-quality products and expert service that enhanced my cycling experience,A welcoming community and knowledgeable staff who support my cycling journey,A reliable and trustworthy place for maintenance, repairs, and upgrades",,,,,"1 - very safe, no concerns","Al Ain Cycle Track,Central District,Jebel Hafeet",,,,,,,,,,,,,,,,,,,"Cycle tracks,Cycle paths,Neighborhood roads,City streets","Limited cycle/scooter parking or storage,High costs of equipment or gear,Personal safety concerns",,"Better roads free from obstacles,More dedicated cycling tracks,More cycling lanes, Better signage and road markings,Awareness for drivers and cyclists,More shaded or weather-protected riding areas,Access to indoor cycling options",,Bicycle,Yes,,Yes,"Distance from work,Takes too much time,Lack of facilities at work (showers, cycle parking, etc.)",,Male,Under 18,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-22 13:02:33,2025-04-22 13:12:48,IP Address,100,614,True,2025-04-22 13:12:48,R_9tb4pDtP5cxRMTm,anonymous,EN,I consent,Abu Dhabi,Bicycle,"Recreational/Leisure,Commuting/Mode of Transportation, Fitness,Competitive/Racing,I want to be the next Tour de France winner",,4-6 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"By myself,with friends/other riders,with family",I am a fast and fearless rider,,"Yes, sometimes","Yes, always","Yes, always","Yes, sometimes","Yes, sometimes",Yes,"Road Bike,Mountain Bike",,"Improved my physical fitness and overall health,Helped me reduce my carbon footprint and be more eco-friendly,Provided me with a new way to explore and enjoy the UAE,Allowed me to participate in cycling events and meet like-minded people",,"Introduced me to cycling groups and new friends,Encouraged me to spend more time with family and friends through cycling,Inspired me to take part in charity or community cycling events,Helped me feel more connected to the UAE’s growing cycling culture,Provided access to workshops, events, or training sessions that enriched my cycling experience",,"High-quality products and expert service that enhanced my cycling experience,Motivation to lead a healthier and more active lifestyle,A welcoming community and knowledgeable staff who support my cycling journey,A reliable and trustworthy place for maintenance, repairs, and upgrades",,"3 - moderately safe, some concerns","Al Reem Island,Corniche,Al Hudayriyat Island",,,,,,,,,,,,,,,,,,,,,,"Neighborhood roads,City streets","Extreme weather conditions,Lack of cycle and scooter lanes, Road safety concerns",,"Better roads free from obstacles,More dedicated cycling tracks,More cycling lanes,Awareness for drivers and cyclists,More shaded or weather-protected riding areas",,Bicycle,,,No,,,Male,35-44 years old,Philippines,University Bachelors Degree,,Working full-time,10-15k,15,1-5 years,It is quite safe but not there yet. Drivers need to respect cyclists. Some cycling lanes were poorly designed with some ends not sloped properly can cause accidents. Random bars sticking out in the middle of a cycling lane that caused me a microfracture last year.,Financial incentives as well as subsidies for people who cycle that often versus driving a car,,,,,,,,,,,,,,,,,Yes
2025-04-22 13:10:56,2025-04-22 13:25:24,IP Address,100,867,True,2025-04-22 13:25:24,R_6vB0MXuQz2q2XHH,anonymous,EN,I consent,Dubai,Bicycle,"Recreational/Leisure,Commuting/Mode of Transportation, Fitness",,4-6 times a week,"January,February,March,April,May,June,July,August,September,October,November,December",,,,,,,,,,,,,"By myself,with friends/other riders",Other,"I was fast, but still confident and a regular rider to keep condition ","Yes, many times","Yes, many times","Yes, always","Yes, always","Yes, always",Yes,"Road Bike,Mountain Bike",,"Improved my physical fitness and overall health,Helped me reduce my carbon footprint and be more eco-friendly,Provided me with a new way to explore and enjoy the UAE,Allowed me to participate in cycling events and meet like-minded people,Made my daily commute easier and more efficient",,"Introduced me to cycling groups and new friends,Encouraged me to spend more time with family and friends through cycling,Helped me feel more connected to the UAE’s growing cycling culture",,"A welcoming community and knowledgeable staff who support my cycling journey,A reliable and trustworthy place for maintenance, repairs, and upgrades",,,,,,,,,,"1 - very safe, no concerns","Business Bay,Jumeirah Beach,Meydan DXBike",,,,,,,,,,,,,,"Cycle tracks,Cycle paths,Sidewalks,Neighborhood roads,City streets","Lack of cycle and scooter lanes, Road safety concerns,Other",Traffic lights! Riding in the heat is not an issue. Waiting long time in the sun in the heat at traffic light is dangerous.  Would be good to consider like the Netherlands to let after every green light for cars first bycicles and pedistrians go before cars from another direction get green. They sit in their Airco so a bit longer waiting does not harm them.,"Better roads free from obstacles,More dedicated cycling tracks,More cycling lanes, Better signage and road markings,Awareness for drivers and cyclists,More shaded or weather-protected riding areas",,Bicycle,No (please explain why not),Impossible at the moment as Dubai is made for cars and unfortunately not for cyclists,Yes,Lack of cycle paths from home to work,,Male,45-54 years old,Netherlands,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",,Working part-time,Prefer not to share,6,Since childhood,,,,,,,"Great cycling tracks, with great facilities to shower afterwards if needed. Good quality roads.  Nice communicty ","Connect more neighborhoods with car free, traffic light free cycle lanes as traffic with car takes to much time but there is no alternative.  Please visit NL and  see how we create a cycling infrastructure so people cycle to work instead of using the car. ",,,,,,,,,,,Yes
